,Latitude,Longitude
50980,12.555488,77.468861
50981,12.966359,77.52083
50983,12.555485,77.525929
50985,12.934235,77.525929
50989,12.913021,77.467533
50991,12.964461,77.470837
50992,12.888366,77.471556
50993,12.555488,77.468863
50994,12.555485,77.468865
50995,12.555485,77.525929
50996,12.936373,77.580552
50997,12.928142,77.516402
50999,12.906791,77.473366
51001,12.897301,77.471186
51002,12.904013,77.479232
51003,12.904013,77.470446
51004,12.903255,77.470837
51005,12.920643,77.531994
51006,12.555484,77.531732
51007,12.934235,77.531732
51011,12.555488,77.469536
51012,12.90517,77.521044
51013,12.555493,77.467569
51014,12.903255,77.473152
51015,12.934231,77.525511
51016,12.883628,77.469536
51017,12.968255,77.531732
51018,12.903872,77.470446
51019,12.887399,77.46899
51020,12.555485,77.470602
51021,12.904701,77.4708371
51023,12.555488,77.516402
51024,12.904029,77.510228
51030,12.896303,77.475176
51032,12.91315,77.521713
51034,12.887039,77.471556
51035,12.901781,77.470602
51036,12.900403,77.469395
51037,12.893591,77.513502
51038,12.922792,77.496029
51039,12.898915,77.531994
51040,12.930403,77.513784
51041,12.555484,77.468863
51042,12.555485,77.468803
51043,12.900403,77.469395
51047,12.896299,77.468863
51049,12.887604,77.485525
51051,12.555485,77.468803
51052,12.898915,77.470602
51053,12.903255,77.470837
51054,12.899643,77.531994
51055,12.555488,77.526232
51056,12.555485,77.468863
51057,12.905187,77.471035
51058,12.924671,77.49867
51059,12.912508,77.483166
51060,12.964461,77.480149
51061,12.934235,77.531732
51064,12.970967,77.471186
51066,12.968192,77.471169
51068,12.888366,77.467569
51069,12.887039,77.525511
51070,12.912185,77.520887
51071,12.883628,77.469359
51072,12.897301,77.468992
51073,12.932511,77.516402
51075,12.937761,77.489282
51082,12.555484,77.468803
51083,12.910448,77.483881
51084,12.555485,77.471186
51085,12.555472,77.469359
51086,12.913159,77.467235
51087,12.962608,77.471322
51088,12.887039,77.469536
51089,12.555485,77.525929
51090,12.963383,77.48874
51095,12.555488,77.470837
51096,12.926014,77.514658
51097,12.887746,77.467739
51098,12.887399,77.469395
51099,12.555488,77.468863
51100,12.904023,77.471035
51101,12.883628,77.468995
51102,12.555488,77.468863
51103,12.964461,77.525929
51104,12.936474,77.52083
51106,12.926377,77.500504
51109,12.912641,77.485288
51110,12.898915,77.473152
51111,12.968255,77.531732
51112,12.555485,77.468863
51113,12.924805,77.498793
51114,12.555485,77.516693
51124,12.92901,77.474355
51127,12.898915,77.469359
51128,12.935958,77.469422
51129,12.904023,77.469536
51130,12.555488,77.470837
51131,12.887039,77.469359
51132,12.883628,77.516693
51133,12.883628,77.525511
51136,12.933572,77.513619
51139,12.555485,77.468863
51140,12.555456,77.531732
51141,12.904029,77.470837
51142,12.897301,77.470446
51143,12.904144,77.470546
51144,12.900403,77.477431
51145,12.897301,77.471651
51146,12.900403,77.469395
51149,12.933572,77.525511
51155,12.883628,77.468778
51157,12.893591,77.473152
51158,12.963383,77.691403
51159,12.887746,77.467563
51160,12.936777,77.512155
51161,12.555488,77.468803
51162,12.948849,77.501379
51163,12.555488,77.468773
51164,12.933572,77.531732
51166,12.555484,77.525929
51168,12.933572,77.525929
51173,12.956787,77.478839
51175,12.555488,77.468863
51176,12.555488,77.469536
51177,12.555472,77.468863
51178,12.9129,77.485314
51179,12.893591,77.470446
51180,12.963383,77.467469
51181,12.555485,77
51182,12.555488,77.46886
51183,12.893591,77.468992
51184,12.888366,77.467739
51185,12.905818,77.501722
51190,12.555472,77.525929
51191,12.966359,77.480763
51196,12.555485,77.475176
51197,12.898915,77.470602
51198,12.896299,77.469536
51199,12.883628,77.470446
51200,12.897301,77.470446
51201,12.902752,77.471556
51202,12.897301,77.473152
51203,77.56749,12.91099
51204,77.57399005,12.91140757
51205,77.4186464,12.1129459
51206,77.5446514,12.1129463
51207,77.57327434,12.90154455
51208,77.5563957,12.8858225
51209,77.553864,12.4089459
51210,77.553864,12.4089459
51211,77.553864,12.4089459
51212,77.553864,12.4089459
51214,77.553864,12.4089459
51215,77.553864,12.4089459
51216,77.5561895,12.8856943
51217,77.5659,12.8928
51218,77.66829989,12.8743176
51219,77.6714521,12.219459
51220,77.55386414,12.4089459
51221,77.57327434,12.90154455
51222,77.5446514,12.1129463
51223,77.57327434,12.90154455
51224,77.573864,12.4289459
51225,77.553864,12.4089459
51226,77.553864,12.4089459
51227,77.553864,12.4089459
51228,77.553864,12.4089459
51229,77.5580534,12.90902
51230,77.5580165,12.9140811
51231,77.3614521,12.259459
51232,77.57327434,12.90154455
51233,77.4886464,12.1929459
51234,77.56386414,12.1129463
51235,77.3614521,12.259459
51236,77.553864,12.4089459
51237,77.553864,12.4089459
51238,77.553864,12.4089459
51240,12.90823368,77.53949652
51241,77.55017213,12.90943349
51242,77.6514521,12.299459
51243,77.5586414,12.1489459
51244,77.56481792,12.90432985
51245,77.6814521,12.229459
51246,77.57327434,12.90154455
51247,77.573864,12.4289459
51248,77.56386414,12.4089459
51249,77.553864,12.4089459
51250,77.553864,12.4089459
51251,77.553864,12.4089459
51252,77.553864,12.4089459
51254,77.553864,12.4089459
51255,77.553864,12.4089459
51256,77.5563957,12.8858225
51257,77.6814521,12.229459
51258,77.4486464,12.1229459
51259,77.5732324,12.91562
51260,77.5662342,12.8827499
51261,77.4486464,12.1229459
51262,77.57327434,12.90154455
51263,77.57327434,12.90154455
51264,77.57350825,12.90432985
51265,77.57327434,12.90154455
51266,77.5446514,12.1129463
51267,77.57327434,12.90154455
51268,77.57327434,12.90154455
51269,77.5446514,12.1129463
51270,77.3614521,12.259459
51271,77.3714521,12.258459
51272,77.553864,12.4089459
51273,77.553864,12.4089459
51274,77.553864,12.4089459
51275,77.57681415,12.9459247
51276,77.57350825,12.90432985
51277,77.4286464,12.1129459
51278,77.56386414,12.4189459
51279,77.553864,12.4089459
51280,77.553864,12.4089459
51281,77.553864,12.4089459
51282,77.553864,12.4089459
51283,77.553864,12.4089459
51284,77.553864,12.4089459
51285,77.546753,12.89740969
51286,77.53544,12.90799
51287,77.5662342,12.8827499
51288,77.57327434,12.90154455
51289,77.563864,12.4089459
51290,77.3386414,12.1129459
51291,77.553864,12.4089459
51292,77.553864,12.4089459
51293,77.4486464,12.1229459
51294,77.553864,12.4089459
51295,77.5654547,12.9140811
51296,77.57327434,12.90154455
51297,77.68386414,12.8189459
51298,77.5562342,12.8727499
51299,77.4486464,12.1229459
51300,77.553864,12.4089459
51301,77.553864,12.4089459
51302,77.5682559,12.8943576
51303,77.5614521,12.959459
51304,77.5562342,12.8727499
51305,77.553864,12.4089459
51306,77.553864,12.4089459
51307,77.553864,12.4089459
51308,77.553864,12.4089459
51309,77.553864,12.4089459
51311,77.553864,12.4089459
51314,77.3614521,12.259459
51315,77.4286464,12.1129459
51316,77.56386414,12.4189459
51317,77.553864,12.4089459
51318,77.553864,12.4089459
51319,12.9136599,12.1129459
51320,77.553864,12.4089459
51321,77.553864,12.4089459
51323,77.65386414,12.8089459
51324,77.9686414,12.1689459
51325,77.5262342,12.8727499
51326,77.5886414,12.1889459
51327,77.57327434,12.90154455
51328,77.57327434,12.90154455
51329,77.3614521,12.259459
51331,77.553864,12.4089459
51332,77.553864,12.4089459
51333,77.553864,12.4089459
51334,77.553864,12.4089459
51335,77.553864,12.4089459
51336,77.553864,12.4089459
51337,77.553864,12.4089459
51338,77.5562342,12.8727499
51339,77.6662342,12.7827499
51340,77.553864,12.4089459
51341,77.553864,12.4089459
51342,77.553864,12.4089459
51344,77.553864,12.4089459
51345,77.56749,12.91099
51346,77.5527215,12.8875208
51347,77.54258509,12.90581073
51348,77.4286464,12.90154455
51349,77.4486464,12.1229459
51350,77.553864,12.4089459
51351,77.553864,12.4089459
51352,77.553864,12.4089459
51353,77.553864,12.4089459
51354,77.553864,12.4089459
51355,77.56749,12.91099
51356,77.57554697,12.87149652
51357,77.5809605,12.8657763
51358,77.56386414,12.4089459
51359,77.6814521,12.229459
51360,77.57327434,12.90154455
51361,77.57327434,12.90154455
51362,77.553864,12.4089459
51363,77.4286464,12.1129459
51364,77.553864,12.4089459
51365,77.553864,12.4089459
51366,77.553864,12.4089459
51367,77.553864,12.4089459
51368,12.89047086,77.57081006
51369,12.89344428,77.56993532
51370,12.88050587,77.57503794
51371,12.8841203,77.5510012
51375,12.88289563,77.56647782
51382,77.553864,12.4089459
51387,12.8831411,77.56498259
51388,12.83962,77.571729
51389,12.936197,77.555886
51393,12.861265,77.518625
51394,77.553864,12.4089459
51395,12.89344428,77.56993532
51396,12.9054085,77.54224539
51400,12.88273327,77.55665531
51402,12.90711393,77.5439924
51411,77.553864,12.4089459
51412,77.553864,12.4089459
51413,12.90752818,77.55291611
51415,12.88273327,77.55665531
51416,12.88253699,77.55773814
51417,12.88273327,77.55665531
51425,77.52898,12.904521
51428,12.91424733,77.54961937
51429,12.91568054,77.55016337
51431,12.88253699,77.55773814
51435,12.870075,77.586013
51438,77.553864,12.4089459
51439,12.88563257,77.5482591
51440,12.88253699,77.55773814
51441,12.906527,77.572182
51442,12.85389,77.54081
51447,12.856254,77.58003
51449,77.553864,12.4089459
51451,12.91381524,77.54861884
51452,12.90616017,77.52982708
51453,12.90534901,77.54242972
51454,12.91555492,77.55578319
51459,12.873596,77.561178
51461,12.956482,77.471613
51467,12.90471042,77.54488816
51468,12.90958449,77.55159728
51476,77.553864,12.4089459
51478,77.553864,12.4089459
51480,12.91033123,77.55156956
51481,12.91718048,77.55090694
51482,12.90942992,77.55478262
51483,12.90616017,77.52982708
51484,12.9142454,77.54672348
51486,12.88253699,77.55773814
51487,12.88289439,77.55752851
51489,12.90676644,77.541682
51490,12.856542,77.529974
51498,77.553864,12.4089459
51499,77.553864,12.4089459
51500,77.553864,12.4089459
51504,12.90862774,77.55451594
51510,12.88812763,77.58114661
51511,12.89619414,77.57095214
51512,12.90796006,77.53209199
51513,12.88215423,77.56834477
51515,12.90958449,77.55159728
51523,12.91718048,77.55090694
51524,12.9072655,77.53613997
51525,12.88563257,77.5482591
51526,12.89528068,77.55067452
51527,12.88994985,77.57472108
51528,12.860597,77.521024
51536,12.90471042,77.54488816
51537,12.89189796,77.55236918
51538,12.886335,77.541633
51547,12.89995332,77.54987045
51548,12.89062558,77.56405571
51549,12.90591074,77.54967296
51550,12.88599285,77.58148438
51551,12.88994985,77.57472108
51553,12.89344428,77.56993532
51554,12.745493,77.488566
51556,12.856842,77.529974
51557,12.86854765,77.5801126
51558,12.91719593,77.54208621
51560,12.90958449,77.55159728
51561,12.861829,77.529993
51569,77.553864,12.4089459
51570,77.553864,12.4089459
51571,12.86984938,77.58764682
51573,12.88211726,77.55729374
51587,12.871665,77.500167
51588,12.865101,77.509915
51593,12.852881,77.563311
51595,12.851538,77.549682
51608,12.840809,77.58164
51610,12.871852,77.49949
51652,12.852635,77.527742
51659,12.856433,77.531475
51664,12.884747,77.58265
51666,12.871221,77.566432
51683,12.884827,77.541503
51687,12.851529,77.549787
51696,12.879314,77.510879
51704,12.865101,77.509915
51714,12.866565,77.578119
51739,12.891484,77.560588
51746,12.859069,77.528358
51758,12.87043,77.580072
51764,12.945086,77.550451
51781,12.8492218,77.558551
51789,12.87564,77.566829
51812,12.8900371,77.564365
51818,12.845204,77.581794
51820,12.876921,77.518947
51834,12.902382,77.57341
51865,12.891679,77.531313
51868,12.911408,77.572943
51872,12.849829,77.5577
51950,12.886147,77.557423
51980,12.882552,77.516357
51981,12.84117,77.575785
52017,12.850147,77.583795
52022,12.87212,77.53894
52034,12.857586,77.528227
52037,12.85192,77.55288
52057,12.848703,77.583929
52074,12.892945,77.52789
52086,12.872176,77.499345
52116,12.868979,77.53653
52132,12.858478,77.526088
52143,12.852594,77.545318
52144,12.871161,77.59295
52147,12.869396,77.587904
52150,12.862893,77.514883
52152,12.850011,77.556383
52156,12.848213,77.567083
52176,12.856822,77.530311
52184,12.857925,77.527591
52186,12.850619,77.554296
52197,12.866445,77.534633
52201,12.861964,77.517703
52211,12.903086,77.530451
52213,12.85789,77.527554
52215,12.860386,77.521312
52218,12.87432467,77.54019209
52234,12.849364,77.558724
52258,12.856943,77.530011
52264,12.874923,77.510499
52265,12.89713,77.571018
52267,12.888221,77.580304
52269,12.908696,77.548641
52270,12.86461,77.511026
52271,12.889723,77.563401
52272,12.856897,77.530159
52273,12.873466,77.497748
52274,12.880828,77.546065
52275,12.870871,77.564884
52277,12.897137,77.571251
52279,12.872752,77.566555
52281,12.852688,77.544427
52284,12.909693,77.550132
52285,12.915593,77.561159
52286,12.867936,77.572062
52287,12.850311,77.582564
52288,12.866316,77.534357
52290,12.882194,77.565972
52291,12.857086,77.530289
52292,12.863648,77.560791
52293,12.87643,77.495698
52294,12.908716,77.570221
52295,12.856929,77.530073
52296,12.848551,77.572874
52299,12.891951,77.572055
52300,12.868485,77.516674
52301,12.875902,77.5684085
52302,12.897157,77.571247
52303,12.908292,77.534422
52304,12.90474,77.573292
52305,12.872976,77.565626
52306,12.855292,77.587556
52308,12.911542,77.55531
52310,12.8952,77.525275
52311,12.856712,77.531384
52312,12.86795,77.505608
52313,12.889191,77.550086
52314,12.883954,77.550809
52315,12.909494,77.566799
52316,12.891429,77.565427
52317,12.865051,77.510238
52318,12.909731,77.550156
52320,12.883043,77.542021
52321,12.913989,77.573371
52323,12.865539,77.483427
52324,12.879589,77.494417
52325,12.894193,77.54348
52326,12.900852,77.543918
52327,12.906014,77.541735
52328,12.96506,77.544129
52329,12.852043,77.547251
52330,12.866466,77.534477
52331,12.888366,77.582032
52332,12.905868,77.562997
52333,12.895264,77.571889
52334,12.887466,77.550084
52336,12.54544,77.33454
52337,12.906352,77.573211
52338,12.9025283,77.545426
52339,12.881461,77.57576
52340,12.858468,77.526072
52342,12.912421,77.572934
52343,12.897706,77.567383
52344,12.880688,77.55242
52345,12.898837,77.543846
52347,12.885458,77.555209
52349,12.893342,77.53817
52351,12.885788,77.556187
52352,12.87095,77.576541
52353,12.847986,77.566326
52354,12.887165,77.564884
52355,12.921147,77.547235
52357,12.887627,77.561227
52358,12.858886,77.528311
52360,12.894008,77.556357
52361,12.88400396,77.50177019
52362,12.882705,77.566112
52363,12.864722,77.510787
52364,12.914582,77.564702
52365,12.88357,77.548625
52366,12.911849,77.572851
52368,12.910983,77.572845
52370,12.849252,77.574545
52371,12.876072,77.492687
52372,12.866395,77.534784
52373,12.87753,77.493935
52374,12.8545054,77.5455221
52375,12.909391,77.564202
52376,12.911836,77.558529
52377,12.90488,77.562505
52378,12.861259,77.542709
52379,12.852817,77.544523
52382,12.878286,77.515981
52383,12.861028,77.566122
52384,12.864661,77.51089
52387,12.894383,77.5686
52388,12.850575,77.580554
52389,12.88054,77.568234
52390,12.860438,77.52928
52392,12.858447,77.527944
52393,12.906462,77.573252
52394,12.885153,77.543891
52395,12.894801,77.56906
52396,12.856546,77.5311
52397,12.899704,77.570786
52398,12.886947,77.56017
52399,12.87503,77.51061
52402,12.86987555,77.50233118
52403,12.905762,77.542712
52404,12.873857,77.561547
52405,12.851917,77.547057
52406,12.857851,77.527704
52407,12.870871,77.50177019
52409,12.882434,77.546864
52411,12.886148,77.538676
52414,12.892193,77.515629
52415,12.896935,77.571047
52416,12.850345,77.58138
52417,12.848145,77.566474
52418,12.912133,77.55177
52419,12.896277,77.552472
52420,12.893337,77.538159
52421,12.850542,77.580163
52425,12.880887,77.583882
52426,12.9044451,77.5602733
52427,12.906594,77.548721
52430,12.887174,77.564344
52431,12.915901,77.544727
52432,12.866484,77.534645
52434,12.888304,77.562098
52435,12.907519,77.563868
52437,12.911854,77.567741
52438,12.896311,77.552471
52439,12.903534,77.544594
52440,12.88631,77.558451
52441,12.900874,77.573166
52442,12.863125,77.514288
52443,12.876841,77.544397
52444,12.869407,77.587862
52445,12.881651,77.558818
52447,12.887942,77.58191
52448,12.893599,77.557263
52449,12.875454,77.569139
52450,12.895913,77.570185
52451,12.906997,77.54622
52452,12.888204,77.580308
52454,12.873998,77.573291
52458,12.89118,77.579872
52459,12.885463,77.582325
52461,12.891106,77.551911
52463,12.914468,77.573577
52464,12.88092,77.56847
52467,12.891929,77.572058
52468,12.911411,77.568081
52469,12.896297,77.55102
52470,12.865681,77.580944
52474,12.886044,77.582175
52475,12.903757,77.544465
52476,12.695845,77.525142
52477,12.911551,77.55833
52479,12.890535,77.581806
52481,12.906537,77.544209
52482,12.852043,77.525441
52483,12.894736,77.555348
52484,12.911262,77.57242
52485,12.910264,77.56911
52486,12.906569,77.573327
52487,12.889208,77.550592
52489,12.894808,77.569048
52490,12.562145,77.548214
52491,12.908951,77.570143
52492,12.905694,77.558282
52493,12.864614,77.510974
52494,12.873409,77.497842
52495,12.885393,77.575547
52497,12.901413,77.573423
52498,12.90823,77.542531
52499,12.885465,77.563344
52500,12.904737,77.573439
52501,12.862097,77.585018
52503,12.897497,77.556982
52504,12.888494,77.564188
52505,12.886377,77.569241
52506,12.906255,77.573381
52507,12.883217,77.565653
52508,12.896049,77.570144
52509,12.871023,77.578207
52510,12.875308,77.57169
52511,12.848488,77.571432
52512,12.912897,77.54647
52513,12.895216,77.55266
52514,12.752785,77.56253
52515,12.907591,77.528183
52516,12.909741,77.55023
52517,12.850157,77.588018
52518,12.892238,77.566247
52519,12.909611,77.549994
52521,12.888039,77.580982
52522,12.904721,77.573454
52523,12.90073,77.53065
52525,12.892666,77.566763
52526,12.873338,77.570424
52528,12.863935,77.584147
52530,12.908841,77.535838
52532,12.91119,77.567077
52533,12.901681,77.529997
52535,12.914728,77.546545
52536,12.883922,77.582963
52537,12.891534,77.577045
52538,12.867006,77.577409
52539,12.879939,77.544457
52540,12.848073,77.564709
52541,12.886542,77.577755
52542,12.876524,77.52867
52543,12.909658,77.572951
52544,12.855102,77.581516
52545,12.906641,77.563394
52546,12.909596,77.549988
52547,12.898886,77.567723
52548,12.897707,77.571585
52549,12.889579,77.563543
52551,12.903313,77.544589
52552,12.885814,77.556299
52553,12.904713,77.573441
52554,12.902798,77.573359
52555,12.903165,77.561684
52558,12.908411,77.537163
52559,12.908686,77.570866
52560,12.907103,77.573074
52561,12.876359,77.574473
52562,12.91571,77.561459
52563,12.849063,77.583289
52564,12.904238,77.562212
52566,12.902928,77.563368
52567,12.894849,77.569049
52571,12.917708,77.541875
52572,12.915953,77.541839
52573,12.912524,77.56707
52574,12.889501,77.563451
52614,12.900629,77.633625
52615,12.90374,77.63047
52645,12.889501,77.64093
52646,12.924493,77.618197
52647,12.92091,77.61822
52657,12.91193,77.62562
52672,12.89873,77.6338
52684,12.9223,77.61956
52710,12.93202,77.61344
52718,12.91192,77.62611
52726,12.89919,77.63357
52736,12.89585,77.63607
52737,12.90023,77.63349
52738,12.92043,77.63571
52739,12.91324,77.63803
52741,12.90647,77.629
52744,12.92655,77.61562
52745,12.91772,77.62442
52746,12.89283,77.63772
52747,12.92655,77.61683
52748,12.922185,77.619536
52749,12.898681,77.634009
52750,12.91907,77.63833
52751,12.902676,77.631264
52753,12.90702,77.628823
52755,12.90534,77.63007
52756,12.901701,77.63224
52758,12.89436,77.63683
52759,12.90016,77.63314
52760,12.906998,77.628757
52761,12.910434,77.626721
52762,12.929382,77.615116
52763,12.89098,77.64001
52764,12.89438,77.63675
52765,12.92226,77.61962
52768,12.931848,77.613634
52770,12.894349,77.63688
52771,12.924614,77.618066
52773,12.92474,77.61861
52774,12.892476,77.637787
52775,12.89785,77.63455
52776,12.91742,77.62296
52777,12.910732,77.626556
52778,12.914322,77.624626
52779,12.897785,77.634486
52781,12.91378,77.62486
52782,12.89688,77.63501
52783,12.91661,77.62294
52784,12.929602,77.615161
52785,12.901717,77.632294
52786,12.917103,77.627727
52787,12.9059,77.6296
52788,12.91251,77.62558
52789,12.89744,77.63477
52791,12.909864,77.627223
52792,12.91355,77.62502
52793,12.91643,77.63397
52796,12.91606,77.63645
52797,12.9127,77.62555
52798,12.92362,77.61872
52799,12.91738,77.62324
52800,12.89619,77.63549
52804,12.923146,77.624243
52805,12.92222,77.61954
52806,12.90673,77.62904
52807,12.91265,77.62544
52808,12.89193,77.62592
52809,12.91183,77.62602
52810,12.93128,77.613945
52811,12.906682,77.628935
52812,12.89307,77.63748
52813,12.91723,77.62299
52815,12.91292,77.62541
52816,12.92955,77.61519
52817,12.900973,77.632607
52818,12.894434,77.636519
52820,12.91683,77.62127
52821,12.89287,77.63779
52823,12.909995,77.627154
52824,12.917291,77.622885
52826,12.90693,77.62907
52827,12.91346,77.62503
52828,12.91388,77.616547
52829,12.8984,77.634046
52830,12.89706,77.63508
52831,12.91742,77.62298
52832,12.91347,77.62497
52835,12.91573,77.63239
52836,12.90661,77.62909
52837,12.91691,77.62158
52838,12.91305,77.62527
52839,12.89669,77.63527
52842,12.927806,77.616077
52844,12.917105,77.622898
52845,12.91651,77.6345
52846,12.90983,77.62708
52848,12.92119,77.620153
52849,12.90186,77.631956
52851,12.919276,77.621606
52853,12.902048,77.632163
52854,12.90703,77.628819
52855,12.912489,77.625505
52856,12.928264,77.615776
52857,12.929441,77.61511
52858,12.922332,77.619476
52859,12.903548,77.631159
52860,12.898348,77.634064
52861,12.896136,77.635489
52863,12.92947,77.615237
52864,12.917978,77.622113
52865,12.896112,77.635673
52866,12.933879,77.610954
52867,12.91676,77.631934
52868,12.891713,77.625559
52870,12.912879,77.625391
52872,12.903006,77.62421
52873,12.894854,77.636606
52874,12.911854,77.626032
52875,12.924027,77.628708
52876,12.90872,77.628123
52877,12.929434,77.615066
52880,12.932646,77.612342
52881,12.919632,77.621226
52883,12.917417,77.622895
52885,12.929744,77.613678
52886,12.927896,77.61601
52887,12.917239,77.622805
52888,12.917396,77.622916
52889,12.927817,77.616064
52890,12.931607,77.613888
52891,12.929567,77.615171
52892,12.921228,77.620266
52893,12.929461,77.615239
52894,12.923989,77.628563
52896,12.917802,77.624968
52898,12.897018,77.635044
52899,12.898932,77.633687
52900,12.906353,77.629465
52902,12.900876,77.632547
52903,12.916492,77.620073
52904,12.922365,77.619472
52905,12.911747,77.626086
52906,12.90028,77.633106
52907,12.903073,77.623563
52908,12.896232,77.635698
52910,12.916329,77.615187
52913,12.922395,77.61947
52914,12.916398,77.615288
52915,12.916777,77.631754
52916,12.917477,77.623825
52917,12.89824,77.634113
52918,12.905254,77.629883
52919,12.896088,77.635513
52920,12.91174,77.625926
52921,12.904668,77.630491
52922,12.905266,77.629973
52923,12.907006,77.628816
52926,12.903567,77.626985
52927,12.901719,77.632305
52928,12.91765,77.624172
52929,12.920153,77.620726
52930,12.909681,77.627393
52931,12.9,77.633437
52932,12.896766,77.63502
52933,12.900994,77.63248
52938,12.906154,77.629627
52942,12.907395,77.628797
52943,12.917722,77.622714
52944,12.907228,77.629025
52947,12.895207,77.63635
52949,12.908507,77.627916
52954,12.914735,77.624109
52959,12.899783,77.633214
52962,12.911945,77.626139
52967,12.902903,77.631562
52968,12.913944,77.624852
52976,12.900302,77.633241
52994,12.90299,77.631221
52997,12.91187,77.626023
52998,12.896122,77.635503
53002,12.909977,77.626989
53003,12.916828,77.629231
53005,12.912839,77.625262
53008,12.909901,77.627202
53153,12.923032,77.619743
53154,12.917879,77.622377
53155,12.90021,77.622231
53165,12.914238,77.641352
53166,12.929747,77.615173
53168,12.917439,77.622946
53169,12.910431,77.626122
53172,12.924315,77.618087
53173,12.917829,77.626906
53174,12.919744,77.613095
53188,12.922571,77.619404
53192,12.905313,77.627992
53193,12.931866,77.613464
53197,12.929542,77.615102
53200,12.917238,77.610536
53201,12.912464,77.625397
53204,12.942165,77.62599
53205,12.917485,77.622847
53213,12.918029,77.632054
53216,12.929551,77.615017
53217,12.98000593,77.56430395
53218,12.97589873,77.55263194
53219,12.96106514,77.55085301
53220,12.96106514,77.55085301
53221,77.55263194,12.97589873
53222,12.975888,77.55744
53223,12.98100761,77.5491366
53224,12.98148505,77.55392705
53225,12.96292125,77.55878602
53227,12.98024715,77.56448256
53228,12.98024715,77.56448256
53229,77.55682697,12.9810239
53230,12.584714,77.330634
53231,12.98117594,77.56424351
53232,12.98073938,77.54994599
53233,12.97589873,77.55263194
53234,12.9758569,77.5610411
53235,12.97566,77.55548
53237,12.96633438,77.5445331
53238,12.97570684,77.56057748
53239,12.97265334,77.56623363
53240,12.97037508,77.5653444
53243,12.9799158,77.5537945
53244,12.580302,77.33367
53245,12.9799158,77.5537945
53246,12.97567608,77.55617903
53247,12.98189903,77.56453176
53248,12.9799158,77.5537945
53249,12.97570684,77.56057748
53250,12.97427624,77.55145877
53251,12.97432682,77.54924807
53252,12.98024715,77.56448256
53253,12.98073938,77.54994599
53255,12.98271993,77.55487313
53256,12.97836017,77.56469685
53257,12.9758569,77.5610411
53258,12.98024715,77.56448256
53259,12.98062459,77.55870901
53260,12.97589873,77.55263194
53262,12.98071349,77.56712579
53263,12.975596,77.55522
53264,12.973855,77.549625
53265,12.96292125,77.55878602
53266,12.975795,77.560375
53267,12.983771,77.537868
53268,12.98071349,77.56712579
53269,12.585122,77.324119
53270,12.963964,77.557015
53271,12.97240143,77.54828978
53272,12.98073938,77.54994599
53273,12.97550721,77.55391769
53274,12.97547292,77.55707981
53275,12.97550721,77.55391769
53276,12.975739,77.560452
53277,12.974251,77.549167
53278,12.983297,77.550874
53279,12.97390339,77.54955487
53280,12.96106514,77.55085301
53281,12.97589873,77.55263194
53282,12.97547292,77.55707981
53283,12.97240143,77.54828978
53284,12.98271993,77.55487313
53285,12.97037508,77.5653444
53286,12.97769,77.551237
53287,12.964443,77.556606
53288,12.975863,77.564365
53289,12.974749,77.548762
53290,12.966622,77.563019
53291,12.984371,77.555755
53292,12.97293361,77.54782437
53293,12.96392199,77.55123723
53294,12.975622,77.562798
53295,12.96566977,77.54817682
53296,12.974699,77.552044
53297,12.979094,77.549076
53298,12.977386,77.549612
53300,12.980311,77.553057
53301,12.98061,77.55387
53302,12.98131,77.5603
53303,12.978173,77.565978
53304,12.985649,77.537721
53305,12.980788,77.549856
53306,12.975623,77.562843
53307,12.982841,77.560297
53308,12.966512,77.547465
53309,12.975758,77.557037
53310,12.975721,77.555875
53311,12.975864,77.558627
53312,12.980728,77.551475
53313,12.983816,77.542981
53314,12.979398,77.550827
53315,12.97795,77.54903
53316,12.969353,77.552984
53317,12.977306,77.548066
53318,12.975713,77.556288
53319,12.975757,77.559712
53320,12.970411,77.556817
53321,12.982055,77.560188
53322,12.965088,77.543986
53323,12.969169,77.559595
53324,12.975325,77.552638
53325,12.974623,77.548889
53326,12.975813,77.564583
53327,12.964326,77.551439
53328,12.98477,77.546591
53329,12.981473,77.547058
53330,12.97575,77.561075
53331,12.978122,77.548942
53332,12.982419,77.563037
53333,12.964055,77.551104
53334,12.962832,77.560172
53335,12.984478,77.555787
53336,12.964097,77.548953
53338,12.966581,77.548848
53339,12.968467,77.559182
53340,12.978121,77.554534
53341,12.969787,77.562335
53342,12.961537,77.3547439
53343,12.975713,77.556288
53344,12.964364,77.555118
53345,12.966428,77.555081
53346,12.980117,77.54795
53347,12.975712,77.56284
53348,12.98053,77.542742
53349,12.9659,77.5444
53350,12.975864,77.558633
53351,12.978993,77.559783
53352,12.978027,77.548885
53353,12.981944,77.565711
53354,12.973876,77.566432
53356,12.980346,77.553838
53357,12.975725,77.564634
53358,12.964868,77.553239
53359,12.974697,77.548804
53360,12.98082,77.564428
53361,12.964027,77.5536662
53362,12.982066,77.549061
53363,12.966813,77.561474
53364,12.975762,77.55973
53365,12.963344,77.548771
53366,12.973984,77.549673
53367,12.966391,77.547598
53368,12.959689,77.555795
53370,12.966441,77.547499
53371,12.978404,77.549161
53372,12.980602,77.553873
53373,12.975758,77.556924
53374,12.976954,77.548725
53375,12.980147,77.567779
53376,12.970446,77.555149
53377,12.975478,77.554104
53378,12.973639,77.551142
53379,12.974414,77.551743
53380,12.9758,77.5494
